Vehicle Type,State,Postcode,Fuel Type,2021-01-31,2022-01-31,2023-01-31
Passenger,QLD,3116,Diesel,0.0,0.0,0.0
Passenger,QLD,3121,Petrol,89.0,138.0,100.0
Passenger,QLD,3121,Diesel,40.0,45.0,51.0
Passenger,QLD,3121,Hybrid electric,4.0,11.0,24.0
Passenger,QLD,3122,Petrol,8.0,12.0,11.0
Passenger,QLD,3122,Diesel,3.0,3.0,0.0
Passenger,QLD,3122,Hybrid electric,0.0,3.0,3.0
Passenger,QLD,3123,Petrol,9.0,9.0,9.0
Passenger,QLD,3123,Hybrid electric,17.0,19.0,19.0
Passenger,QLD,3124,Petrol,3.0,5.0,8.0
Passenger,QLD,3124,Diesel,3.0,3.0,0.0
Passenger,QLD,3126,Petrol,3.0,0.0,0.0
Passenger,QLD,3127,Petrol,0.0,3.0,3.0
Passenger,QLD,3128,Petrol,4.0,6.0,6.0
Passenger,QLD,3128,Diesel,0.0,0.0,3.0
Passenger,QLD,3129,Petrol,3.0,0.0,0.0
Passenger,QLD,3129,Diesel,0.0,0.0,0.0
Passenger,QLD,3129,Hybrid electric,0.0,0.0,3.0
Passenger,QLD,3130,Petrol,24.0,27.0,28.0
Passenger,QLD,3130,Diesel,0.0,0.0,3.0
Passenger,QLD,3130,Hybrid electric,5.0,4.0,4.0
Passenger,QLD,3131,Petrol,4.0,4.0,0.0
Passenger,QLD,3132,Diesel,0.0,0.0,3.0
Passenger,QLD,3133,Petrol,3.0,3.0,3.0
Passenger,QLD,3133,Hybrid electric,0.0,3.0,3.0
Passenger,QLD,3134,Petrol,3.0,5.0,0.0
Passenger,QLD,3134,Diesel,4.0,3.0,0.0
Passenger,QLD,3134,Hybrid electric,0.0,0.0,3.0
Passenger,QLD,3135,Petrol,3.0,0.0,3.0
Passenger,QLD,3136,Petrol,4.0,5.0,5.0
Passenger,QLD,3136,Diesel,3.0,3.0,0.0
Passenger,QLD,3138,Petrol,3.0,3.0,0.0
Passenger,QLD,3138,Diesel,3.0,3.0,0.0
Passenger,QLD,3139,Petrol,0.0,3.0,0.0
Passenger,QLD,3140,Petrol,3.0,4.0,3.0
Passenger,QLD,3141,Petrol,11.0,10.0,9.0
Passenger,QLD,3141,Diesel,0.0,3.0,3.0
Passenger,QLD,3142,Petrol,11.0,11.0,9.0
Passenger,QLD,3142,Diesel,3.0,3.0,3.0
Passenger,QLD,3143,Petrol,6.0,8.0,4.0
Passenger,QLD,3143,Diesel,3.0,0.0,0.0
Passenger,QLD,3144,Petrol,28.0,27.0,21.0
Passenger,QLD,3144,Diesel,3.0,0.0,0.0
Passenger,QLD,3144,Hybrid electric,5.0,12.0,20.0
Passenger,QLD,3145,Petrol,9.0,5.0,9.0
Passenger,QLD,3145,Hybrid electric,0.0,3.0,0.0
Passenger,QLD,3146,Petrol,5.0,4.0,7.0
Passenger,QLD,3146,Diesel,0.0,3.0,3.0
Passenger,QLD,3147,Petrol,4.0,3.0,5.0
Passenger,QLD,3149,Petrol,9.0,9.0,11.0
Passenger,QLD,3149,Diesel,0.0,10.0,14.0
Passenger,QLD,3150,Petrol,9.0,8.0,7.0
Passenger,QLD,3150,Diesel,3.0,0.0,0.0
Passenger,QLD,3151,Diesel,0.0,3.0,0.0
Passenger,QLD,3152,Petrol,0.0,3.0,0.0
Passenger,QLD,3153,Petrol,4.0,3.0,9.0
Passenger,QLD,3153,Diesel,0.0,3.0,3.0
Passenger,QLD,3155,Petrol,4.0,3.0,5.0
Passenger,QLD,3156,Petrol,3.0,4.0,4.0
Passenger,QLD,3156,Diesel,0.0,3.0,3.0
Passenger,QLD,3160,Petrol,0.0,3.0,0.0
Passenger,QLD,3160,Diesel,0.0,3.0,0.0
Passenger,QLD,3161,Petrol,6.0,11.0,17.0
Passenger,QLD,3161,Diesel,3.0,0.0,3.0
Passenger,QLD,3162,Petrol,11.0,9.0,10.0
Passenger,QLD,3163,Petrol,3.0,6.0,5.0
Passenger,QLD,3165,Petrol,3.0,3.0,3.0
Passenger,QLD,3165,Diesel,3.0,3.0,3.0
Passenger,QLD,3165,Hybrid electric,10.0,11.0,13.0
Passenger,QLD,3166,Petrol,5.0,3.0,3.0
Passenger,QLD,3166,Hybrid electric,0.0,0.0,0.0
Passenger,QLD,3167,Diesel,0.0,0.0,0.0
Passenger,QLD,3168,Petrol,3.0,4.0,5.0
Passenger,QLD,3168,Diesel,0.0,0.0,3.0
Passenger,QLD,3168,Hybrid electric,0.0,3.0,0.0
Passenger,QLD,3169,Petrol,11.0,13.0,12.0
Passenger,QLD,3169,Diesel,3.0,3.0,3.0
Passenger,QLD,3170,Petrol,42.0,58.0,67.0
Passenger,QLD,3170,Diesel,12.0,7.0,6.0
Passenger,QLD,3170,Hybrid electric,4.0,3.0,7.0
Passenger,QLD,3170,Electric,6.0,15.0,7.0
Passenger,QLD,3171,Petrol,3.0,0.0,0.0
Passenger,QLD,3172,Petrol,4.0,3.0,3.0
Passenger,QLD,3173,Petrol,11.0,12.0,14.0
Passenger,QLD,3173,Hybrid electric,3.0,4.0,6.0
Passenger,QLD,3174,Petrol,5.0,3.0,0.0
Passenger,QLD,3174,Hybrid electric,0.0,0.0,3.0
Passenger,QLD,3175,Petrol,29.0,33.0,30.0
Passenger,QLD,3175,Diesel,12.0,10.0,6.0
Passenger,QLD,3178,Petrol,44.0,38.0,50.0
Passenger,QLD,3178,Diesel,3.0,3.0,3.0
Passenger,QLD,3179,Petrol,8.0,4.0,4.0
Passenger,QLD,3179,Diesel,6.0,5.0,3.0
Passenger,QLD,3179,Hybrid electric,0.0,3.0,0.0
Passenger,QLD,3179,Electric,0.0,0.0,0.0
Passenger,QLD,3180,Petrol,17.0,8.0,6.0
Passenger,QLD,3180,Hybrid electric,17.0,24.0,36.0
Passenger,QLD,3181,Petrol,7.0,20.0,23.0
Passenger,QLD,3181,Diesel,0.0,4.0,4.0
Passenger,QLD,3181,Hybrid electric,0.0,3.0,0.0
Passenger,QLD,3182,Petrol,8.0,10.0,6.0
Passenger,QLD,3182,Diesel,3.0,3.0,0.0
Passenger,QLD,3183,Petrol,5.0,4.0,3.0
Passenger,QLD,3184,Petrol,4.0,5.0,6.0
Passenger,QLD,3184,Diesel,0.0,3.0,0.0
Passenger,QLD,3185,Petrol,6.0,0.0,0.0
Passenger,QLD,3186,Petrol,17.0,14.0,21.0
Passenger,QLD,3186,Diesel,3.0,0.0,3.0
Passenger,QLD,3187,Petrol,3.0,0.0,3.0
Passenger,QLD,3187,Diesel,3.0,0.0,3.0
Passenger,QLD,3188,Petrol,8.0,6.0,9.0
Passenger,QLD,3188,Diesel,3.0,4.0,4.0
Passenger,QLD,3189,Petrol,4.0,5.0,4.0
Passenger,QLD,3191,Petrol,7.0,10.0,12.0
Passenger,QLD,3191,Diesel,5.0,6.0,7.0
Passenger,QLD,3191,Hybrid electric,0.0,0.0,0.0
Passenger,QLD,3192,Petrol,3.0,0.0,4.0
Passenger,QLD,3192,Diesel,3.0,3.0,3.0
Passenger,QLD,3192,Electric,0.0,3.0,0.0
Passenger,QLD,3193,Petrol,10.0,10.0,11.0
Passenger,QLD,3193,Diesel,4.0,3.0,0.0
Passenger,QLD,3194,Petrol,5.0,7.0,7.0
Passenger,QLD,3195,Petrol,7.0,13.0,12.0
Passenger,QLD,3195,Diesel,5.0,0.0,4.0
Passenger,QLD,3196,Petrol,3.0,3.0,4.0
Passenger,QLD,3197,Petrol,3.0,0.0,0.0
Passenger,QLD,3197,Diesel,3.0,0.0,0.0
Passenger,QLD,3198,Petrol,3.0,3.0,0.0
Passenger,QLD,3199,Petrol,6.0,5.0,6.0
Passenger,QLD,3201,Petrol,4.0,13.0,7.0
Passenger,QLD,3201,Hybrid electric,0.0,0.0,0.0
Passenger,QLD,3204,Petrol,3.0,3.0,4.0
Passenger,QLD,3205,Petrol,20.0,24.0,20.0
Passenger,QLD,3205,Diesel,6.0,5.0,4.0
Passenger,QLD,3205,Hybrid electric,0.0,31.0,3.0
Passenger,QLD,3206,Petrol,4.0,3.0,4.0
Passenger,QLD,3206,Diesel,3.0,3.0,3.0
Passenger,QLD,3207,Petrol,22.0,15.0,20.0
Passenger,QLD,3207,Diesel,5.0,0.0,0.0
Passenger,QLD,3211,Petrol,0.0,0.0,3.0
Passenger,QLD,3212,Petrol,0.0,0.0,3.0
Passenger,QLD,3212,Diesel,0.0,3.0,0.0
Passenger,QLD,3214,Petrol,0.0,0.0,0.0
Passenger,QLD,3215,Petrol,24.0,15.0,4.0
Passenger,QLD,3215,Hybrid electric,0.0,3.0,0.0
Passenger,QLD,3216,Petrol,7.0,7.0,8.0
Passenger,QLD,3218,Petrol,3.0,0.0,0.0
Passenger,QLD,3219,Petrol,0.0,0.0,5.0
Passenger,QLD,3220,Petrol,5.0,5.0,6.0
Passenger,QLD,3220,Diesel,4.0,6.0,3.0
Passenger,QLD,3220,Electric,0.0,3.0,0.0
Passenger,QLD,3222,Petrol,4.0,3.0,3.0
Passenger,QLD,3223,Petrol,0.0,3.0,4.0
Passenger,QLD,3223,Diesel,0.0,0.0,0.0
Passenger,QLD,3224,Petrol,0.0,0.0,0.0
Passenger,QLD,3225,Petrol,3.0,3.0,3.0
Passenger,QLD,3226,Petrol,3.0,0.0,3.0
Passenger,QLD,3226,Diesel,0.0,0.0,3.0
Passenger,QLD,3228,Petrol,5.0,7.0,5.0
Passenger,QLD,3228,Diesel,3.0,3.0,3.0
Passenger,QLD,3230,Petrol,3.0,3.0,0.0
Passenger,QLD,3233,Petrol,3.0,3.0,3.0
Passenger,QLD,3233,Diesel,0.0,0.0,0.0
Passenger,QLD,3240,Petrol,0.0,0.0,0.0
Passenger,QLD,3241,Diesel,3.0,3.0,0.0
Passenger,QLD,3250,Petrol,0.0,3.0,3.0
Passenger,QLD,3250,Diesel,0.0,3.0,3.0
Passenger,QLD,3251,Petrol,0.0,0.0,0.0
Passenger,QLD,3251,Diesel,0.0,0.0,0.0
Passenger,QLD,3260,Petrol,3.0,3.0,0.0
Passenger,QLD,3265,Petrol,3.0,3.0,3.0
Passenger,QLD,3266,Petrol,3.0,3.0,0.0
Passenger,QLD,3270,Petrol,0.0,3.0,0.0
Passenger,QLD,3280,Petrol,0.0,4.0,3.0
Passenger,QLD,3280,Diesel,3.0,3.0,0.0
Passenger,QLD,3284,Petrol,3.0,0.0,0.0
Passenger,QLD,3287,Petrol,0.0,0.0,0.0
Passenger,QLD,3300,Petrol,0.0,0.0,3.0
Passenger,QLD,3305,Diesel,0.0,0.0,3.0
Passenger,QLD,3333,Petrol,0.0,3.0,0.0
Passenger,QLD,3335,Petrol,0.0,0.0,3.0
Passenger,QLD,3335,Diesel,0.0,3.0,3.0
Passenger,QLD,3336,Petrol,3.0,0.0,3.0
Passenger,QLD,3336,Diesel,0.0,3.0,0.0
Passenger,QLD,3337,Petrol,0.0,3.0,4.0
Passenger,QLD,3338,Dual fuel,0.0,0.0,0.0
Passenger,QLD,3340,Petrol,3.0,0.0,0.0
Passenger,QLD,3350,Petrol,10.0,9.0,11.0
Passenger,QLD,3350,Diesel,3.0,3.0,3.0
Passenger,QLD,3351,Petrol,0.0,3.0,0.0
Passenger,QLD,3351,Diesel,0.0,0.0,0.0
Passenger,QLD,3352,Petrol,3.0,3.0,0.0
Passenger,QLD,3363,Petrol,0.0,3.0,0.0
Passenger,QLD,3380,Petrol,0.0,0.0,0.0
Passenger,QLD,3385,Petrol,0.0,0.0,0.0
Passenger,QLD,3400,Petrol,3.0,3.0,3.0
Passenger,QLD,3427,Petrol,0.0,3.0,0.0
Passenger,QLD,3429,Petrol,4.0,0.0,0.0
Passenger,QLD,3429,Diesel,0.0,0.0,0.0
Passenger,QLD,3431,Petrol,0.0,0.0,0.0
Passenger,QLD,3434,Diesel,3.0,0.0,0.0
Passenger,QLD,3437,Diesel,3.0,0.0,0.0
Passenger,QLD,3444,Diesel,3.0,0.0,0.0
Passenger,QLD,3450,Petrol,3.0,0.0,3.0
Passenger,QLD,3451,Petrol,3.0,0.0,3.0
Passenger,QLD,3453,Petrol,0.0,3.0,0.0
Passenger,QLD,3460,Petrol,3.0,3.0,3.0
Passenger,QLD,3461,Diesel,0.0,3.0,3.0
Passenger,QLD,3475,Petrol,3.0,0.0,3.0
Passenger,QLD,3500,Diesel,3.0,0.0,3.0
Passenger,QLD,3515,Petrol,0.0,0.0,0.0
Passenger,QLD,3546,Petrol,0.0,0.0,0.0
Passenger,QLD,3550,Petrol,6.0,17.0,7.0
Passenger,QLD,3550,Diesel,3.0,5.0,6.0
Passenger,QLD,3550,Electric,0.0,0.0,0.0
Passenger,QLD,3551,Petrol,0.0,3.0,6.0
Passenger,QLD,3551,Diesel,3.0,3.0,5.0
Passenger,QLD,3555,Petrol,3.0,3.0,0.0
Passenger,QLD,3555,Diesel,0.0,3.0,0.0
Passenger,QLD,3556,Diesel,3.0,0.0,0.0
Passenger,QLD,3563,Petrol,0.0,0.0,3.0
Passenger,QLD,3564,Diesel,3.0,0.0,0.0
Passenger,QLD,3575,Petrol,0.0,3.0,0.0
Passenger,QLD,3585,Petrol,4.0,4.0,6.0
Passenger,QLD,3585,Diesel,3.0,0.0,3.0
Passenger,QLD,3597,Diesel,0.0,3.0,0.0
Passenger,QLD,3612,Petrol,3.0,3.0,0.0
Passenger,QLD,3618,Petrol,3.0,3.0,0.0
Passenger,QLD,3620,Petrol,3.0,0.0,0.0
Passenger,QLD,3623,Petrol,0.0,0.0,3.0
Passenger,QLD,3629,Petrol,3.0,3.0,0.0
Passenger,QLD,3630,Petrol,4.0,3.0,3.0
Passenger,QLD,3631,Petrol,0.0,3.0,3.0
Passenger,QLD,3631,Diesel,0.0,0.0,3.0
Passenger,QLD,3660,Petrol,0.0,3.0,0.0
Passenger,QLD,3662,Petrol,0.0,0.0,3.0
Passenger,QLD,3670,Petrol,0.0,0.0,3.0
Passenger,QLD,3672,Petrol,3.0,3.0,3.0
Passenger,QLD,3677,Diesel,0.0,0.0,0.0
Passenger,QLD,3678,Petrol,0.0,0.0,0.0
Passenger,QLD,3683,Diesel,0.0,0.0,0.0
Passenger,QLD,3690,Petrol,6.0,4.0,5.0
Passenger,QLD,3690,Diesel,3.0,3.0,0.0
Passenger,QLD,3691,Petrol,3.0,3.0,3.0
Passenger,QLD,3691,Diesel,3.0,0.0,3.0
Passenger,QLD,3698,Petrol,0.0,0.0,0.0
Passenger,QLD,3701,Petrol,0.0,3.0,0.0
Passenger,QLD,3701,Diesel,0.0,0.0,3.0
Passenger,QLD,3714,Petrol,0.0,0.0,0.0
Passenger,QLD,3717,Petrol,0.0,0.0,3.0
Passenger,QLD,3720,Petrol,0.0,0.0,0.0
Passenger,QLD,3722,Petrol,3.0,3.0,3.0
Passenger,QLD,3723,Diesel,0.0,3.0,3.0
Passenger,QLD,3730,Petrol,3.0,3.0,3.0
Passenger,QLD,3735,Diesel,0.0,3.0,0.0
Passenger,QLD,3741,Petrol,0.0,3.0,3.0
Passenger,QLD,3749,Petrol,3.0,0.0,3.0
Passenger,QLD,3750,Petrol,0.0,0.0,0.0
Passenger,QLD,3752,Petrol,3.0,0.0,4.0
Passenger,QLD,3754,Petrol,3.0,5.0,4.0
Passenger,QLD,3756,Petrol,0.0,3.0,3.0
Passenger,QLD,3757,Petrol,4.0,5.0,3.0
Passenger,QLD,3758,Petrol,0.0,0.0,0.0
Passenger,QLD,3763,Petrol,0.0,0.0,0.0
Passenger,QLD,3764,Diesel,3.0,0.0,0.0
Passenger,QLD,3765,Petrol,3.0,4.0,4.0
Passenger,QLD,3775,Petrol,0.0,0.0,0.0
Passenger,QLD,3777,Petrol,3.0,3.0,3.0
Passenger,QLD,3782,Diesel,3.0,3.0,0.0
Passenger,QLD,3783,Petrol,0.0,3.0,0.0
Passenger,QLD,3786,Diesel,3.0,3.0,0.0
Passenger,QLD,3788,Diesel,0.0,3.0,0.0
Passenger,QLD,3792,Petrol,3.0,0.0,3.0
Passenger,QLD,3793,Petrol,0.0,3.0,0.0
Passenger,QLD,3796,Petrol,3.0,0.0,0.0
Passenger,QLD,3796,Diesel,0.0,0.0,0.0
Passenger,QLD,3797,Petrol,3.0,0.0,0.0
Passenger,QLD,3797,Diesel,0.0,0.0,0.0
Passenger,QLD,3799,Diesel,0.0,0.0,0.0
Passenger,QLD,3802,Hybrid electric,0.0,3.0,3.0
Passenger,QLD,3803,Petrol,3.0,3.0,4.0
Passenger,QLD,3803,Diesel,6.0,4.0,3.0
Passenger,QLD,3804,Petrol,5.0,5.0,5.0
Passenger,QLD,3805,Petrol,3.0,0.0,4.0
Passenger,QLD,3805,Diesel,3.0,3.0,5.0
Passenger,QLD,3806,Petrol,5.0,10.0,10.0
Passenger,QLD,3806,Diesel,0.0,0.0,3.0
Passenger,QLD,3806,Electric,0.0,3.0,0.0
Passenger,QLD,3807,Petrol,0.0,0.0,0.0
Passenger,QLD,3808,Petrol,3.0,0.0,3.0
Passenger,QLD,3809,Petrol,3.0,3.0,4.0
Passenger,QLD,3810,Petrol,6.0,6.0,4.0
Passenger,QLD,3810,Diesel,0.0,0.0,3.0
Passenger,QLD,3815,Petrol,0.0,3.0,3.0
Passenger,QLD,3818,Diesel,0.0,3.0,0.0
Passenger,QLD,3820,Petrol,4.0,0.0,0.0
Passenger,QLD,3820,Hybrid electric,0.0,0.0,0.0
Passenger,QLD,3821,Petrol,0.0,0.0,0.0
Passenger,QLD,3825,Diesel,0.0,0.0,3.0
Passenger,QLD,3840,Petrol,3.0,0.0,0.0
Passenger,QLD,3844,Petrol,5.0,14.0,4.0
Passenger,QLD,3844,Diesel,4.0,4.0,0.0
Passenger,QLD,3850,Petrol,5.0,5.0,5.0
Passenger,QLD,3850,Diesel,0.0,3.0,3.0
Passenger,QLD,3851,Petrol,0.0,0.0,0.0
Passenger,QLD,3856,Petrol,0.0,0.0,0.0
Passenger,QLD,3859,Petrol,3.0,3.0,0.0
Passenger,QLD,3875,Petrol,68.0,69.0,58.0
Passenger,QLD,3878,Petrol,3.0,0.0,0.0
Passenger,QLD,3878,Diesel,3.0,3.0,3.0
Passenger,QLD,3888,Petrol,3.0,3.0,3.0
Passenger,QLD,3904,Petrol,0.0,3.0,0.0
Passenger,QLD,3909,Petrol,0.0,0.0,3.0
Passenger,QLD,3910,Petrol,0.0,0.0,3.0
Passenger,QLD,3911,Petrol,0.0,3.0,0.0
Passenger,QLD,3912,Petrol,0.0,0.0,3.0
Passenger,QLD,3913,Petrol,3.0,3.0,3.0
Passenger,QLD,3915,Petrol,0.0,3.0,0.0
Passenger,QLD,3915,Diesel,3.0,0.0,0.0
Passenger,QLD,3918,Petrol,3.0,3.0,0.0
Passenger,QLD,3922,Petrol,3.0,0.0,0.0
Passenger,QLD,3925,Petrol,0.0,0.0,3.0
Passenger,QLD,3926,Petrol,0.0,0.0,0.0
Passenger,QLD,3930,Petrol,6.0,8.0,8.0
Passenger,QLD,3930,Diesel,0.0,3.0,0.0
Passenger,QLD,3930,Other,3.0,0.0,0.0
Passenger,QLD,3931,Petrol,0.0,5.0,9.0
Passenger,QLD,3931,Diesel,0.0,0.0,0.0
Passenger,QLD,3934,Petrol,0.0,0.0,3.0
Passenger,QLD,3936,Petrol,0.0,3.0,0.0
Passenger,QLD,3936,Diesel,3.0,3.0,3.0
Passenger,QLD,3937,Petrol,0.0,0.0,0.0
Passenger,QLD,3938,Petrol,0.0,0.0,3.0
Passenger,QLD,3938,Diesel,3.0,3.0,3.0
Passenger,QLD,3939,Petrol,3.0,3.0,3.0
Passenger,QLD,3940,Petrol,3.0,3.0,3.0
Passenger,QLD,3941,Petrol,3.0,3.0,3.0
Passenger,QLD,3941,Diesel,0.0,3.0,0.0
Passenger,QLD,3943,Petrol,3.0,3.0,3.0
Passenger,QLD,3944,Petrol,3.0,0.0,4.0
Passenger,QLD,3950,Petrol,0.0,0.0,3.0
Passenger,QLD,3951,Hybrid electric,0.0,3.0,0.0
Passenger,QLD,3953,Petrol,0.0,3.0,3.0
Passenger,QLD,3956,Petrol,0.0,0.0,0.0
Passenger,QLD,3957,Petrol,0.0,0.0,3.0
Passenger,QLD,3975,Petrol,0.0,3.0,3.0
Passenger,QLD,3976,Petrol,0.0,3.0,3.0
Passenger,QLD,3977,Petrol,7.0,3.0,7.0
Passenger,QLD,3977,Diesel,0.0,0.0,3.0
Passenger,QLD,3978,Petrol,0.0,3.0,0.0
Passenger,QLD,3980,Petrol,3.0,0.0,3.0
Passenger,QLD,3990,Diesel,3.0,3.0,3.0
Passenger,QLD,3995,Petrol,0.0,0.0,0.0
Passenger,QLD,3996,Petrol,3.0,3.0,0.0
Passenger,QLD,4000,Petrol,12943.0,12145.0,12351.0
Passenger,QLD,4000,Diesel,3825.0,4012.0,3878.0
Passenger,QLD,4000,Dual fuel,27.0,21.0,23.0
Passenger,QLD,4000,Hybrid electric,1620.0,2558.0,2997.0
Passenger,QLD,4000,Electric,69.0,157.0,318.0
Passenger,QLD,4000,Other,5.0,3.0,3.0
Passenger,QLD,4001,Petrol,306.0,234.0,184.0
Passenger,QLD,4001,Diesel,89.0,87.0,90.0
Passenger,QLD,4001,Dual fuel,0.0,0.0,0.0
Passenger,QLD,4001,Hybrid electric,285.0,322.0,351.0
Passenger,QLD,4001,Electric,3.0,6.0,11.0
Passenger,QLD,4002,Petrol,33.0,30.0,18.0
Passenger,QLD,4002,Diesel,3.0,3.0,0.0
Passenger,QLD,4002,Hybrid electric,44.0,45.0,50.0
Passenger,QLD,4004,Petrol,8.0,9.0,7.0
Passenger,QLD,4004,Diesel,0.0,0.0,3.0
Passenger,QLD,4005,Petrol,8228.0,8242.0,8265.0
Passenger,QLD,4005,Diesel,1321.0,1326.0,1333.0
Passenger,QLD,4005,Dual fuel,19.0,17.0,14.0
Passenger,QLD,4005,Hybrid electric,131.0,185.0,225.0
Passenger,QLD,4005,Electric,44.0,88.0,131.0
Passenger,QLD,4005,Other,3.0,3.0,3.0
Passenger,QLD,4006,Petrol,13306.0,14125.0,14124.0
Passenger,QLD,4006,Diesel,2166.0,2167.0,2330.0
Passenger,QLD,4006,Dual fuel,25.0,17.0,12.0
Passenger,QLD,4006,Hybrid electric,378.0,481.0,641.0
Passenger,QLD,4006,Electric,65.0,156.0,284.0
Passenger,QLD,4006,Other,3.0,5.0,6.0
Passenger,QLD,4007,Petrol,8291.0,8546.0,8700.0
Passenger,QLD,4007,Diesel,1493.0,1471.0,1537.0
Passenger,QLD,4007,Dual fuel,25.0,22.0,23.0
Passenger,QLD,4007,Hybrid electric,201.0,250.0,273.0
Passenger,QLD,4007,Electric,28.0,69.0,124.0
Passenger,QLD,4007,Other,0.0,3.0,0.0
Passenger,QLD,4008,Petrol,10287.0,11351.0,12678.0
Passenger,QLD,4008,Diesel,1615.0,2363.0,3193.0
Passenger,QLD,4008,Dual fuel,5.0,3.0,3.0
Passenger,QLD,4008,Hybrid electric,964.0,1961.0,3038.0
Passenger,QLD,4008,Electric,3.0,10.0,109.0
Passenger,QLD,4009,Petrol,3833.0,2412.0,2828.0
Passenger,QLD,4009,Diesel,1392.0,1196.0,1384.0
Passenger,QLD,4009,Dual fuel,8.0,3.0,7.0
Passenger,QLD,4009,Hybrid electric,214.0,214.0,342.0
Passenger,QLD,4009,Electric,5.0,4.0,30.0
Passenger,QLD,4009,Other,0.0,4.0,3.0
Passenger,QLD,4010,Petrol,2183.0,2205.0,2392.0
Passenger,QLD,4010,Diesel,366.0,361.0,414.0
Passenger,QLD,4010,Dual fuel,3.0,3.0,7.0
Passenger,QLD,4010,Hybrid electric,190.0,212.0,237.0
Passenger,QLD,4010,Electric,4.0,7.0,25.0
Passenger,QLD,4011,Petrol,9455.0,8813.0,9466.0
Passenger,QLD,4011,Diesel,1556.0,1560.0,1535.0
Passenger,QLD,4011,Dual fuel,35.0,36.0,26.0
Passenger,QLD,4011,Hybrid electric,148.0,169.0,215.0
Passenger,QLD,4011,Electric,27.0,49.0,95.0
Passenger,QLD,4011,Other,3.0,3.0,3.0
Passenger,QLD,4012,Petrol,11697.0,11756.0,11756.0
Passenger,QLD,4012,Diesel,1507.0,1582.0,1641.0
Passenger,QLD,4012,Dual fuel,32.0,29.0,29.0
Passenger,QLD,4012,Hybrid electric,174.0,216.0,278.0
Passenger,QLD,4012,Electric,10.0,31.0,63.0
Passenger,QLD,4012,Other,5.0,6.0,4.0
Passenger,QLD,4013,Petrol,2593.0,2651.0,2696.0
Passenger,QLD,4013,Diesel,421.0,438.0,415.0
Passenger,QLD,4013,Dual fuel,12.0,8.0,10.0
Passenger,QLD,4013,Hybrid electric,40.0,56.0,74.0
Passenger,QLD,4013,Electric,3.0,12.0,22.0
Passenger,QLD,4013,Other,3.0,3.0,3.0
Passenger,QLD,4014,Petrol,6828.0,6955.0,7030.0
Passenger,QLD,4014,Diesel,1204.0,1258.0,1337.0
Passenger,QLD,4014,Dual fuel,43.0,33.0,29.0
Passenger,QLD,4014,Hybrid electric,129.0,160.0,238.0
Passenger,QLD,4014,Electric,18.0,40.0,65.0
Passenger,QLD,4014,Other,8.0,7.0,7.0
Passenger,QLD,4017,Petrol,18340.0,18327.0,18235.0
Passenger,QLD,4017,Diesel,2810.0,2838.0,2979.0
Passenger,QLD,4017,Dual fuel,99.0,89.0,75.0
Passenger,QLD,4017,Hybrid electric,247.0,326.0,405.0
Passenger,QLD,4017,Electric,17.0,34.0,86.0
Passenger,QLD,4017,Other,8.0,7.0,7.0
Passenger,QLD,4018,Petrol,6949.0,6952.0,6952.0
Passenger,QLD,4018,Diesel,637.0,660.0,713.0
Passenger,QLD,4018,Dual fuel,12.0,16.0,13.0
Passenger,QLD,4018,Hybrid electric,150.0,187.0,228.0
Passenger,QLD,4018,Electric,6.0,18.0,36.0
Passenger,QLD,4018,Other,3.0,4.0,4.0
Passenger,QLD,4019,Petrol,10942.0,11124.0,10724.0
Passenger,QLD,4019,Diesel,1526.0,1591.0,1661.0
Passenger,QLD,4019,Dual fuel,85.0,75.0,72.0
Passenger,QLD,4019,Hybrid electric,71.0,118.0,162.0
Passenger,QLD,4019,Electric,5.0,14.0,31.0
Passenger,QLD,4019,Other,15.0,14.0,12.0
Passenger,QLD,4020,Petrol,13102.0,13570.0,13712.0
Passenger,QLD,4020,Diesel,2179.0,2276.0,2424.0
Passenger,QLD,4020,Dual fuel,60.0,66.0,54.0
Passenger,QLD,4020,Hybrid electric,156.0,227.0,331.0
Passenger,QLD,4020,Electric,27.0,52.0,110.0
Passenger,QLD,4020,Other,10.0,10.0,9.0
Passenger,QLD,4021,Petrol,4786.0,4668.0,4620.0
Passenger,QLD,4021,Diesel,635.0,662.0,653.0
Passenger,QLD,4021,Dual fuel,36.0,27.0,25.0
Passenger,QLD,4021,Hybrid electric,30.0,36.0,48.0
Passenger,QLD,4021,Other,5.0,7.0,6.0
Passenger,QLD,4022,Petrol,3760.0,3792.0,3812.0
Passenger,QLD,4022,Diesel,458.0,503.0,583.0
Passenger,QLD,4022,Dual fuel,24.0,25.0,18.0
Passenger,QLD,4022,Hybrid electric,42.0,54.0,64.0
Passenger,QLD,4022,Electric,0.0,6.0,14.0
Passenger,QLD,4022,Other,4.0,5.0,5.0
Passenger,QLD,4025,Petrol,113.0,121.0,117.0
Passenger,QLD,4025,Diesel,56.0,65.0,52.0
Passenger,QLD,4025,Dual fuel,0.0,0.0,0.0
Passenger,QLD,4029,Petrol,3.0,0.0,3.0
Passenger,QLD,4030,Petrol,9038.0,9068.0,9039.0
Passenger,QLD,4030,Diesel,1254.0,1276.0,1277.0
Passenger,QLD,4030,Dual fuel,29.0,31.0,31.0
Passenger,QLD,4030,Hybrid electric,186.0,213.0,279.0
Passenger,QLD,4030,Electric,27.0,55.0,90.0
Passenger,QLD,4030,Other,3.0,0.0,3.0
