Vehicle Type,State,Postcode,Fuel Type,2021-01-31,2022-01-31,2023-01-31
Light Commercial,VIC,3640,Petrol,86.0,91.0,91.0
Light Commercial,VIC,3640,Diesel,296.0,301.0,294.0
Light Commercial,VIC,3640,Dual fuel,6.0,8.0,9.0
Light Commercial,VIC,3640,Other,6.0,4.0,0.0
Light Commercial,VIC,3641,Petrol,120.0,116.0,116.0
Light Commercial,VIC,3641,Diesel,331.0,369.0,376.0
Light Commercial,VIC,3641,Dual fuel,21.0,15.0,13.0
Light Commercial,VIC,3641,Other,7.0,8.0,7.0
Light Commercial,VIC,3643,Diesel,4.0,4.0,4.0
Light Commercial,VIC,3643,Dual fuel,0.0,3.0,0.0
Light Commercial,VIC,3644,Petrol,660.0,652.0,655.0
Light Commercial,VIC,3644,Diesel,1696.0,1770.0,1856.0
Light Commercial,VIC,3644,Dual fuel,50.0,46.0,44.0
Light Commercial,VIC,3644,Other,33.0,41.0,42.0
Light Commercial,VIC,3646,Petrol,69.0,73.0,65.0
Light Commercial,VIC,3646,Diesel,166.0,159.0,178.0
Light Commercial,VIC,3646,Dual fuel,10.0,10.0,9.0
Light Commercial,VIC,3646,Other,3.0,0.0,3.0
Light Commercial,VIC,3647,Diesel,0.0,0.0,0.0
Light Commercial,VIC,3649,Petrol,43.0,40.0,36.0
Light Commercial,VIC,3649,Diesel,129.0,143.0,142.0
Light Commercial,VIC,3649,Dual fuel,7.0,8.0,8.0
Light Commercial,VIC,3653,Diesel,3.0,0.0,0.0
Light Commercial,VIC,3658,Petrol,494.0,497.0,494.0
Light Commercial,VIC,3658,Diesel,1285.0,1365.0,1427.0
Light Commercial,VIC,3658,Dual fuel,80.0,76.0,72.0
Light Commercial,VIC,3658,Other,55.0,62.0,58.0
Light Commercial,VIC,3659,Petrol,71.0,71.0,71.0
Light Commercial,VIC,3659,Diesel,190.0,201.0,214.0
Light Commercial,VIC,3659,Dual fuel,12.0,12.0,9.0
Light Commercial,VIC,3659,Other,13.0,11.0,11.0
Light Commercial,VIC,3660,Petrol,530.0,532.0,532.0
Light Commercial,VIC,3660,Diesel,1328.0,1473.0,1571.0
Light Commercial,VIC,3660,Dual fuel,67.0,62.0,61.0
Light Commercial,VIC,3660,Other,53.0,51.0,47.0
Light Commercial,VIC,3661,Petrol,3.0,3.0,3.0
Light Commercial,VIC,3661,Diesel,10.0,8.0,4.0
Light Commercial,VIC,3661,Other,0.0,0.0,0.0
Light Commercial,VIC,3662,Petrol,19.0,16.0,14.0
Light Commercial,VIC,3662,Diesel,126.0,132.0,126.0
Light Commercial,VIC,3663,Petrol,22.0,23.0,22.0
Light Commercial,VIC,3663,Diesel,77.0,86.0,97.0
Light Commercial,VIC,3663,Dual fuel,3.0,3.0,3.0
Light Commercial,VIC,3664,Petrol,78.0,78.0,78.0
Light Commercial,VIC,3664,Diesel,273.0,308.0,312.0
Light Commercial,VIC,3664,Dual fuel,15.0,15.0,11.0
Light Commercial,VIC,3664,Other,5.0,4.0,3.0
Light Commercial,VIC,3665,Petrol,33.0,31.0,30.0
Light Commercial,VIC,3665,Diesel,181.0,184.0,168.0
Light Commercial,VIC,3665,Dual fuel,10.0,7.0,6.0
Light Commercial,VIC,3665,Other,3.0,4.0,4.0
Light Commercial,VIC,3666,Petrol,404.0,385.0,381.0
Light Commercial,VIC,3666,Diesel,1258.0,1334.0,1335.0
Light Commercial,VIC,3666,Dual fuel,54.0,43.0,41.0
Light Commercial,VIC,3666,Other,44.0,36.0,36.0
Light Commercial,VIC,3669,Petrol,148.0,139.0,137.0
Light Commercial,VIC,3669,Diesel,388.0,399.0,425.0
Light Commercial,VIC,3669,Dual fuel,13.0,12.0,13.0
Light Commercial,VIC,3669,Other,5.0,7.0,6.0
Light Commercial,VIC,3670,Petrol,57.0,59.0,58.0
Light Commercial,VIC,3670,Diesel,194.0,211.0,222.0
Light Commercial,VIC,3670,Dual fuel,8.0,7.0,5.0
Light Commercial,VIC,3670,Other,3.0,5.0,6.0
Light Commercial,VIC,3671,Diesel,10.0,11.0,11.0
Light Commercial,VIC,3672,Petrol,647.0,657.0,653.0
Light Commercial,VIC,3672,Diesel,1612.0,1721.0,1829.0
Light Commercial,VIC,3672,Dual fuel,58.0,56.0,59.0
Light Commercial,VIC,3672,Other,35.0,31.0,35.0
Light Commercial,VIC,3673,Petrol,167.0,167.0,172.0
Light Commercial,VIC,3673,Diesel,580.0,647.0,662.0
Light Commercial,VIC,3673,Dual fuel,19.0,17.0,14.0
Light Commercial,VIC,3673,Other,14.0,14.0,14.0
Light Commercial,VIC,3675,Petrol,154.0,155.0,159.0
Light Commercial,VIC,3675,Diesel,496.0,524.0,554.0
Light Commercial,VIC,3675,Dual fuel,20.0,16.0,16.0
Light Commercial,VIC,3675,Electric,3.0,3.0,3.0
Light Commercial,VIC,3675,Other,9.0,8.0,8.0
Light Commercial,VIC,3676,Petrol,3.0,3.0,4.0
Light Commercial,VIC,3676,Diesel,10.0,10.0,11.0
Light Commercial,VIC,3676,Dual fuel,3.0,0.0,0.0
Light Commercial,VIC,3677,Petrol,968.0,956.0,940.0
Light Commercial,VIC,3677,Diesel,2414.0,2598.0,2757.0
Light Commercial,VIC,3677,Dual fuel,82.0,71.0,65.0
Light Commercial,VIC,3677,Other,51.0,50.0,50.0
Light Commercial,VIC,3678,Petrol,493.0,492.0,502.0
Light Commercial,VIC,3678,Diesel,1784.0,1930.0,2017.0
Light Commercial,VIC,3678,Dual fuel,52.0,49.0,48.0
Light Commercial,VIC,3678,Other,32.0,33.0,29.0
Light Commercial,VIC,3682,Petrol,58.0,61.0,57.0
Light Commercial,VIC,3682,Diesel,235.0,250.0,249.0
Light Commercial,VIC,3682,Dual fuel,8.0,10.0,9.0
Light Commercial,VIC,3682,Other,3.0,0.0,0.0
Light Commercial,VIC,3683,Petrol,157.0,165.0,165.0
Light Commercial,VIC,3683,Diesel,406.0,422.0,448.0
Light Commercial,VIC,3683,Dual fuel,16.0,13.0,15.0
Light Commercial,VIC,3683,Other,19.0,15.0,14.0
Light Commercial,VIC,3685,Petrol,222.0,226.0,227.0
Light Commercial,VIC,3685,Diesel,788.0,806.0,838.0
Light Commercial,VIC,3685,Dual fuel,17.0,17.0,16.0
Light Commercial,VIC,3685,Other,13.0,15.0,11.0
Light Commercial,VIC,3687,Petrol,99.0,108.0,100.0
Light Commercial,VIC,3687,Diesel,217.0,233.0,242.0
Light Commercial,VIC,3687,Dual fuel,9.0,6.0,7.0
Light Commercial,VIC,3687,Other,3.0,3.0,3.0
Light Commercial,VIC,3688,Petrol,119.0,118.0,124.0
Light Commercial,VIC,3688,Diesel,425.0,458.0,466.0
Light Commercial,VIC,3688,Dual fuel,9.0,8.0,5.0
Light Commercial,VIC,3688,Other,8.0,9.0,10.0
Light Commercial,VIC,3689,Petrol,5.0,3.0,3.0
Light Commercial,VIC,3689,Diesel,23.0,24.0,23.0
Light Commercial,VIC,3689,Dual fuel,3.0,0.0,3.0
Light Commercial,VIC,3690,Petrol,1940.0,1828.0,1820.0
Light Commercial,VIC,3690,Diesel,5212.0,5493.0,5773.0
Light Commercial,VIC,3690,Dual fuel,129.0,121.0,112.0
Light Commercial,VIC,3690,Electric,0.0,0.0,3.0
Light Commercial,VIC,3690,Other,112.0,106.0,88.0
Light Commercial,VIC,3691,Petrol,683.0,704.0,698.0
Light Commercial,VIC,3691,Diesel,2642.0,2837.0,3044.0
Light Commercial,VIC,3691,Dual fuel,39.0,36.0,36.0
Light Commercial,VIC,3691,Other,20.0,23.0,23.0
Light Commercial,VIC,3693,Petrol,4.0,3.0,0.0
Light Commercial,VIC,3693,Diesel,5.0,7.0,9.0
Light Commercial,VIC,3694,Petrol,3.0,3.0,0.0
Light Commercial,VIC,3694,Diesel,18.0,17.0,14.0
Light Commercial,VIC,3695,Petrol,39.0,43.0,49.0
Light Commercial,VIC,3695,Diesel,174.0,186.0,191.0
Light Commercial,VIC,3695,Dual fuel,3.0,0.0,3.0
Light Commercial,VIC,3695,Other,0.0,3.0,0.0
Light Commercial,VIC,3697,Petrol,39.0,41.0,40.0
Light Commercial,VIC,3697,Diesel,130.0,133.0,134.0
Light Commercial,VIC,3697,Dual fuel,0.0,3.0,0.0
Light Commercial,VIC,3698,Petrol,46.0,43.0,46.0
Light Commercial,VIC,3698,Diesel,154.0,162.0,167.0
Light Commercial,VIC,3698,Dual fuel,4.0,4.0,4.0
Light Commercial,VIC,3698,Other,3.0,3.0,3.0
Light Commercial,VIC,3699,Petrol,67.0,64.0,61.0
Light Commercial,VIC,3699,Diesel,173.0,190.0,197.0
Light Commercial,VIC,3699,Dual fuel,0.0,0.0,0.0
Light Commercial,VIC,3699,Other,0.0,0.0,0.0
Light Commercial,VIC,3700,Petrol,111.0,110.0,104.0
Light Commercial,VIC,3700,Diesel,453.0,468.0,468.0
Light Commercial,VIC,3700,Dual fuel,8.0,6.0,6.0
Light Commercial,VIC,3700,Other,7.0,6.0,5.0
Light Commercial,VIC,3701,Petrol,80.0,68.0,71.0
Light Commercial,VIC,3701,Diesel,421.0,425.0,416.0
Light Commercial,VIC,3701,Dual fuel,8.0,6.0,4.0
Light Commercial,VIC,3701,Other,8.0,5.0,4.0
Light Commercial,VIC,3704,Petrol,3.0,3.0,3.0
Light Commercial,VIC,3704,Diesel,10.0,10.0,15.0
Light Commercial,VIC,3705,Petrol,35.0,28.0,28.0
Light Commercial,VIC,3705,Diesel,126.0,139.0,142.0
Light Commercial,VIC,3705,Dual fuel,0.0,3.0,0.0
Light Commercial,VIC,3707,Petrol,134.0,135.0,123.0
Light Commercial,VIC,3707,Diesel,547.0,579.0,590.0
Light Commercial,VIC,3707,Dual fuel,7.0,7.0,6.0
Light Commercial,VIC,3707,Other,0.0,0.0,3.0
Light Commercial,VIC,3708,Petrol,6.0,8.0,7.0
Light Commercial,VIC,3708,Diesel,37.0,40.0,41.0
Light Commercial,VIC,3709,Petrol,30.0,33.0,32.0
Light Commercial,VIC,3709,Diesel,155.0,164.0,170.0
Light Commercial,VIC,3709,Dual fuel,4.0,4.0,4.0
Light Commercial,VIC,3711,Petrol,49.0,51.0,53.0
Light Commercial,VIC,3711,Diesel,151.0,165.0,163.0
Light Commercial,VIC,3711,Dual fuel,9.0,10.0,7.0
Light Commercial,VIC,3711,Other,3.0,3.0,3.0
Light Commercial,VIC,3712,Petrol,28.0,28.0,25.0
Light Commercial,VIC,3712,Diesel,119.0,125.0,127.0
Light Commercial,VIC,3712,Dual fuel,0.0,3.0,0.0
Light Commercial,VIC,3712,Other,3.0,3.0,0.0
Light Commercial,VIC,3713,Petrol,79.0,88.0,87.0
Light Commercial,VIC,3713,Diesel,271.0,331.0,303.0
Light Commercial,VIC,3713,Dual fuel,17.0,16.0,16.0
Light Commercial,VIC,3713,Other,10.0,11.0,11.0
Light Commercial,VIC,3714,Petrol,273.0,284.0,278.0
Light Commercial,VIC,3714,Diesel,933.0,987.0,1113.0
Light Commercial,VIC,3714,Dual fuel,48.0,46.0,45.0
Light Commercial,VIC,3714,Other,17.0,16.0,17.0
Light Commercial,VIC,3715,Petrol,48.0,48.0,45.0
Light Commercial,VIC,3715,Diesel,144.0,169.0,170.0
Light Commercial,VIC,3715,Dual fuel,6.0,6.0,7.0
Light Commercial,VIC,3715,Electric,3.0,0.0,0.0
Light Commercial,VIC,3715,Other,3.0,0.0,0.0
Light Commercial,VIC,3717,Petrol,297.0,296.0,280.0
Light Commercial,VIC,3717,Diesel,873.0,922.0,970.0
Light Commercial,VIC,3717,Dual fuel,39.0,43.0,39.0
Light Commercial,VIC,3717,Other,23.0,22.0,20.0
Light Commercial,VIC,3718,Petrol,12.0,13.0,15.0
Light Commercial,VIC,3718,Diesel,34.0,45.0,43.0
Light Commercial,VIC,3718,Dual fuel,3.0,3.0,3.0
Light Commercial,VIC,3718,Other,0.0,0.0,3.0
Light Commercial,VIC,3719,Petrol,44.0,46.0,44.0
Light Commercial,VIC,3719,Diesel,236.0,243.0,248.0
Light Commercial,VIC,3719,Dual fuel,6.0,5.0,6.0
Light Commercial,VIC,3719,Other,3.0,3.0,3.0
Light Commercial,VIC,3720,Petrol,70.0,86.0,73.0
Light Commercial,VIC,3720,Diesel,220.0,255.0,261.0
Light Commercial,VIC,3720,Dual fuel,5.0,5.0,6.0
Light Commercial,VIC,3720,Other,3.0,3.0,3.0
Light Commercial,VIC,3722,Petrol,336.0,353.0,351.0
Light Commercial,VIC,3722,Diesel,1461.0,1579.0,1632.0
Light Commercial,VIC,3722,Dual fuel,32.0,28.0,26.0
Light Commercial,VIC,3722,Other,26.0,26.0,25.0
Light Commercial,VIC,3723,Petrol,212.0,236.0,216.0
Light Commercial,VIC,3723,Diesel,958.0,1106.0,1113.0
Light Commercial,VIC,3723,Dual fuel,27.0,22.0,18.0
Light Commercial,VIC,3723,Other,14.0,12.0,8.0
Light Commercial,VIC,3724,Petrol,5.0,5.0,5.0
Light Commercial,VIC,3724,Diesel,6.0,6.0,6.0
Light Commercial,VIC,3724,Dual fuel,0.0,0.0,0.0
Light Commercial,VIC,3725,Petrol,61.0,59.0,61.0
Light Commercial,VIC,3725,Diesel,204.0,215.0,213.0
Light Commercial,VIC,3725,Dual fuel,5.0,7.0,6.0
Light Commercial,VIC,3725,Other,11.0,10.0,7.0
Light Commercial,VIC,3726,Petrol,45.0,40.0,37.0
Light Commercial,VIC,3726,Diesel,117.0,117.0,125.0
Light Commercial,VIC,3726,Dual fuel,10.0,11.0,10.0
Light Commercial,VIC,3726,Other,3.0,3.0,4.0
Light Commercial,VIC,3727,Petrol,30.0,27.0,35.0
Light Commercial,VIC,3727,Diesel,143.0,143.0,156.0
Light Commercial,VIC,3727,Dual fuel,5.0,5.0,5.0
Light Commercial,VIC,3728,Petrol,70.0,66.0,67.0
Light Commercial,VIC,3728,Diesel,208.0,217.0,226.0
Light Commercial,VIC,3728,Dual fuel,5.0,4.0,4.0
Light Commercial,VIC,3728,Other,5.0,6.0,3.0
Light Commercial,VIC,3730,Petrol,629.0,639.0,619.0
Light Commercial,VIC,3730,Diesel,1709.0,1884.0,1982.0
Light Commercial,VIC,3730,Dual fuel,62.0,56.0,49.0
Light Commercial,VIC,3730,Electric,0.0,3.0,3.0
Light Commercial,VIC,3730,Other,57.0,57.0,55.0
Light Commercial,VIC,3732,Petrol,49.0,53.0,49.0
Light Commercial,VIC,3732,Diesel,187.0,203.0,202.0
Light Commercial,VIC,3732,Dual fuel,3.0,3.0,3.0
Light Commercial,VIC,3732,Other,3.0,3.0,0.0
Light Commercial,VIC,3733,Petrol,22.0,22.0,20.0
Light Commercial,VIC,3733,Diesel,84.0,86.0,92.0
Light Commercial,VIC,3733,Dual fuel,0.0,3.0,3.0
Light Commercial,VIC,3733,Other,0.0,0.0,0.0
Light Commercial,VIC,3735,Petrol,49.0,48.0,42.0
Light Commercial,VIC,3735,Diesel,272.0,285.0,291.0
Light Commercial,VIC,3735,Dual fuel,5.0,5.0,4.0
Light Commercial,VIC,3735,Other,3.0,3.0,3.0
Light Commercial,VIC,3736,Diesel,4.0,4.0,5.0
Light Commercial,VIC,3737,Petrol,350.0,345.0,343.0
Light Commercial,VIC,3737,Diesel,1143.0,1184.0,1220.0
Light Commercial,VIC,3737,Dual fuel,37.0,34.0,31.0
Light Commercial,VIC,3737,Other,16.0,16.0,13.0
Light Commercial,VIC,3738,Petrol,13.0,14.0,11.0
Light Commercial,VIC,3738,Diesel,52.0,61.0,60.0
Light Commercial,VIC,3738,Dual fuel,6.0,4.0,3.0
Light Commercial,VIC,3739,Petrol,18.0,17.0,15.0
Light Commercial,VIC,3739,Diesel,68.0,68.0,61.0
Light Commercial,VIC,3740,Petrol,83.0,79.0,79.0
Light Commercial,VIC,3740,Diesel,273.0,311.0,307.0
Light Commercial,VIC,3740,Dual fuel,7.0,7.0,5.0
Light Commercial,VIC,3740,Other,5.0,4.0,3.0
Light Commercial,VIC,3741,Petrol,180.0,188.0,180.0
Light Commercial,VIC,3741,Diesel,619.0,676.0,719.0
Light Commercial,VIC,3741,Dual fuel,15.0,12.0,8.0
Light Commercial,VIC,3741,Other,12.0,13.0,14.0
Light Commercial,VIC,3744,Petrol,33.0,31.0,28.0
Light Commercial,VIC,3744,Diesel,114.0,122.0,126.0
Light Commercial,VIC,3744,Dual fuel,3.0,3.0,3.0
Light Commercial,VIC,3744,Other,3.0,0.0,3.0
Light Commercial,VIC,3746,Petrol,35.0,35.0,30.0
Light Commercial,VIC,3746,Diesel,107.0,109.0,122.0
Light Commercial,VIC,3746,Dual fuel,0.0,3.0,3.0
Light Commercial,VIC,3746,Other,4.0,3.0,3.0
Light Commercial,VIC,3747,Petrol,312.0,305.0,311.0
Light Commercial,VIC,3747,Diesel,911.0,984.0,1023.0
Light Commercial,VIC,3747,Dual fuel,30.0,30.0,30.0
Light Commercial,VIC,3747,Other,15.0,19.0,17.0
Light Commercial,VIC,3749,Petrol,127.0,141.0,133.0
Light Commercial,VIC,3749,Diesel,471.0,487.0,490.0
Light Commercial,VIC,3749,Dual fuel,12.0,10.0,10.0
Light Commercial,VIC,3749,Other,5.0,6.0,7.0
Light Commercial,VIC,3750,Petrol,316.0,326.0,320.0
Light Commercial,VIC,3750,Diesel,733.0,928.0,1095.0
Light Commercial,VIC,3750,Dual fuel,37.0,41.0,40.0
Light Commercial,VIC,3750,Other,41.0,53.0,46.0
Light Commercial,VIC,3751,Petrol,23.0,19.0,17.0
Light Commercial,VIC,3751,Diesel,37.0,41.0,47.0
Light Commercial,VIC,3751,Dual fuel,0.0,0.0,3.0
Light Commercial,VIC,3751,Other,0.0,3.0,3.0
Light Commercial,VIC,3752,Petrol,576.0,561.0,531.0
Light Commercial,VIC,3752,Diesel,1534.0,1665.0,1710.0
Light Commercial,VIC,3752,Dual fuel,44.0,39.0,35.0
Light Commercial,VIC,3752,Other,54.0,44.0,38.0
Light Commercial,VIC,3753,Petrol,151.0,155.0,163.0
Light Commercial,VIC,3753,Diesel,452.0,519.0,580.0
Light Commercial,VIC,3753,Dual fuel,18.0,17.0,17.0
Light Commercial,VIC,3753,Other,15.0,15.0,18.0
Light Commercial,VIC,3754,Petrol,968.0,928.0,939.0
Light Commercial,VIC,3754,Diesel,2869.0,3104.0,3318.0
Light Commercial,VIC,3754,Dual fuel,72.0,62.0,70.0
Light Commercial,VIC,3754,Other,99.0,81.0,89.0
Light Commercial,VIC,3755,Petrol,31.0,35.0,27.0
Light Commercial,VIC,3755,Diesel,40.0,50.0,46.0
Light Commercial,VIC,3755,Dual fuel,4.0,4.0,3.0
Light Commercial,VIC,3755,Other,3.0,3.0,0.0
Light Commercial,VIC,3756,Petrol,673.0,681.0,681.0
Light Commercial,VIC,3756,Diesel,1606.0,1810.0,2000.0
Light Commercial,VIC,3756,Dual fuel,86.0,85.0,75.0
Light Commercial,VIC,3756,Other,105.0,102.0,106.0
Light Commercial,VIC,3757,Petrol,566.0,559.0,509.0
Light Commercial,VIC,3757,Diesel,1469.0,1570.0,1643.0
Light Commercial,VIC,3757,Dual fuel,78.0,67.0,71.0
Light Commercial,VIC,3757,Other,61.0,55.0,59.0
Light Commercial,VIC,3758,Petrol,178.0,168.0,166.0
Light Commercial,VIC,3758,Diesel,417.0,427.0,456.0
Light Commercial,VIC,3758,Dual fuel,22.0,22.0,22.0
Light Commercial,VIC,3758,Other,27.0,26.0,23.0
Light Commercial,VIC,3759,Petrol,74.0,74.0,88.0
Light Commercial,VIC,3759,Diesel,199.0,215.0,218.0
Light Commercial,VIC,3759,Dual fuel,12.0,8.0,7.0
Light Commercial,VIC,3759,Other,7.0,9.0,7.0
Light Commercial,VIC,3760,Petrol,34.0,28.0,25.0
Light Commercial,VIC,3760,Diesel,80.0,85.0,92.0
Light Commercial,VIC,3760,Dual fuel,3.0,3.0,3.0
Light Commercial,VIC,3760,Other,4.0,3.0,3.0
Light Commercial,VIC,3761,Petrol,80.0,74.0,73.0
Light Commercial,VIC,3761,Diesel,230.0,249.0,263.0
Light Commercial,VIC,3761,Dual fuel,14.0,15.0,16.0
Light Commercial,VIC,3761,Other,5.0,6.0,7.0
Light Commercial,VIC,3762,Petrol,11.0,11.0,12.0
Light Commercial,VIC,3762,Diesel,32.0,31.0,35.0
Light Commercial,VIC,3762,Dual fuel,5.0,6.0,6.0
Light Commercial,VIC,3763,Petrol,124.0,112.0,119.0
Light Commercial,VIC,3763,Diesel,345.0,364.0,376.0
Light Commercial,VIC,3763,Dual fuel,15.0,15.0,14.0
Light Commercial,VIC,3763,Other,20.0,17.0,17.0
Light Commercial,VIC,3764,Petrol,547.0,560.0,571.0
Light Commercial,VIC,3764,Diesel,1679.0,1797.0,1862.0
Light Commercial,VIC,3764,Dual fuel,67.0,65.0,62.0
Light Commercial,VIC,3764,Other,108.0,86.0,84.0
Light Commercial,VIC,3765,Petrol,305.0,295.0,293.0
Light Commercial,VIC,3765,Diesel,706.0,682.0,741.0
Light Commercial,VIC,3765,Dual fuel,28.0,30.0,29.0
Light Commercial,VIC,3765,Other,28.0,27.0,24.0
Light Commercial,VIC,3766,Petrol,39.0,40.0,44.0
Light Commercial,VIC,3766,Diesel,108.0,124.0,120.0
Light Commercial,VIC,3766,Dual fuel,4.0,4.0,3.0
Light Commercial,VIC,3766,Electric,0.0,0.0,0.0
Light Commercial,VIC,3766,Other,3.0,4.0,4.0
Light Commercial,VIC,3767,Petrol,42.0,35.0,35.0
Light Commercial,VIC,3767,Diesel,92.0,98.0,115.0
Light Commercial,VIC,3767,Dual fuel,4.0,6.0,4.0
Light Commercial,VIC,3770,Petrol,184.0,177.0,172.0
Light Commercial,VIC,3770,Diesel,577.0,611.0,638.0
Light Commercial,VIC,3770,Dual fuel,24.0,27.0,22.0
Light Commercial,VIC,3770,Other,20.0,16.0,17.0
Light Commercial,VIC,3775,Petrol,243.0,244.0,228.0
Light Commercial,VIC,3775,Diesel,710.0,750.0,777.0
Light Commercial,VIC,3775,Dual fuel,27.0,26.0,28.0
Light Commercial,VIC,3775,Other,23.0,26.0,23.0
Light Commercial,VIC,3777,Petrol,584.0,573.0,558.0
Light Commercial,VIC,3777,Diesel,1552.0,1620.0,1685.0
Light Commercial,VIC,3777,Dual fuel,71.0,62.0,57.0
Light Commercial,VIC,3777,Other,34.0,30.0,27.0
Light Commercial,VIC,3778,Petrol,30.0,31.0,30.0
Light Commercial,VIC,3778,Diesel,64.0,72.0,77.0
Light Commercial,VIC,3778,Dual fuel,4.0,4.0,5.0
Light Commercial,VIC,3779,Petrol,29.0,28.0,24.0
Light Commercial,VIC,3779,Diesel,87.0,93.0,96.0
Light Commercial,VIC,3779,Dual fuel,3.0,0.0,3.0
Light Commercial,VIC,3779,Other,0.0,3.0,3.0
Light Commercial,VIC,3781,Petrol,222.0,220.0,213.0
Light Commercial,VIC,3781,Diesel,665.0,659.0,696.0
Light Commercial,VIC,3781,Dual fuel,30.0,26.0,21.0
Light Commercial,VIC,3781,Other,20.0,22.0,24.0
Light Commercial,VIC,3782,Petrol,413.0,415.0,394.0
Light Commercial,VIC,3782,Diesel,1049.0,1090.0,1113.0
Light Commercial,VIC,3782,Dual fuel,49.0,42.0,40.0
Light Commercial,VIC,3782,Other,42.0,45.0,40.0
Light Commercial,VIC,3783,Petrol,137.0,134.0,124.0
Light Commercial,VIC,3783,Diesel,420.0,435.0,455.0
Light Commercial,VIC,3783,Dual fuel,23.0,20.0,19.0
Light Commercial,VIC,3783,Other,16.0,14.0,12.0
Light Commercial,VIC,3785,Petrol,3.0,3.0,0.0
Light Commercial,VIC,3785,Diesel,4.0,4.0,3.0
Light Commercial,VIC,3785,Dual fuel,3.0,0.0,3.0
Light Commercial,VIC,3785,Other,3.0,0.0,3.0
Light Commercial,VIC,3786,Petrol,50.0,51.0,56.0
Light Commercial,VIC,3786,Diesel,105.0,119.0,122.0
Light Commercial,VIC,3786,Dual fuel,6.0,6.0,5.0
Light Commercial,VIC,3786,Other,10.0,10.0,10.0
Light Commercial,VIC,3787,Petrol,22.0,23.0,24.0
Light Commercial,VIC,3787,Diesel,68.0,67.0,76.0
Light Commercial,VIC,3787,Dual fuel,4.0,4.0,3.0
Light Commercial,VIC,3787,Other,4.0,5.0,5.0
Light Commercial,VIC,3788,Petrol,81.0,71.0,70.0
Light Commercial,VIC,3788,Diesel,152.0,152.0,166.0
Light Commercial,VIC,3788,Dual fuel,7.0,5.0,6.0
Light Commercial,VIC,3788,Other,5.0,0.0,3.0
Light Commercial,VIC,3789,Petrol,7.0,6.0,8.0
Light Commercial,VIC,3789,Diesel,19.0,19.0,20.0
Light Commercial,VIC,3789,Other,0.0,3.0,3.0
Light Commercial,VIC,3791,Petrol,64.0,62.0,57.0
Light Commercial,VIC,3791,Diesel,141.0,149.0,145.0
Light Commercial,VIC,3791,Dual fuel,10.0,7.0,7.0
Light Commercial,VIC,3791,Other,8.0,6.0,7.0
Light Commercial,VIC,3792,Petrol,48.0,54.0,52.0
Light Commercial,VIC,3792,Diesel,99.0,95.0,106.0
Light Commercial,VIC,3792,Dual fuel,7.0,7.0,5.0
Light Commercial,VIC,3792,Other,6.0,5.0,5.0
Light Commercial,VIC,3793,Petrol,241.0,235.0,230.0
Light Commercial,VIC,3793,Diesel,526.0,566.0,585.0
Light Commercial,VIC,3793,Dual fuel,27.0,24.0,20.0
Light Commercial,VIC,3793,Other,10.0,14.0,14.0
Light Commercial,VIC,3795,Petrol,125.0,115.0,118.0
Light Commercial,VIC,3795,Diesel,319.0,332.0,347.0
Light Commercial,VIC,3795,Dual fuel,17.0,18.0,19.0
Light Commercial,VIC,3795,Other,9.0,10.0,10.0
Light Commercial,VIC,3796,Petrol,451.0,447.0,424.0
Light Commercial,VIC,3796,Diesel,1062.0,1103.0,1153.0
Light Commercial,VIC,3796,Dual fuel,64.0,55.0,51.0
Light Commercial,VIC,3796,Other,52.0,44.0,41.0
Light Commercial,VIC,3797,Petrol,241.0,238.0,247.0
Light Commercial,VIC,3797,Diesel,628.0,660.0,688.0
Light Commercial,VIC,3797,Dual fuel,41.0,42.0,42.0
Light Commercial,VIC,3797,Electric,0.0,3.0,3.0
Light Commercial,VIC,3797,Other,18.0,15.0,14.0
Light Commercial,VIC,3799,Petrol,375.0,371.0,355.0
Light Commercial,VIC,3799,Diesel,842.0,889.0,919.0
Light Commercial,VIC,3799,Dual fuel,74.0,72.0,68.0
Light Commercial,VIC,3799,Other,35.0,36.0,38.0
Light Commercial,VIC,3800,Petrol,3.0,0.0,3.0
Light Commercial,VIC,3800,Diesel,3.0,3.0,3.0
Light Commercial,VIC,3802,Petrol,544.0,514.0,525.0
Light Commercial,VIC,3802,Diesel,1025.0,1109.0,1173.0
Light Commercial,VIC,3802,Dual fuel,57.0,50.0,42.0
Light Commercial,VIC,3802,Other,41.0,45.0,47.0
Light Commercial,VIC,3803,Petrol,642.0,606.0,598.0
Light Commercial,VIC,3803,Diesel,1943.0,2052.0,2075.0
Light Commercial,VIC,3803,Dual fuel,46.0,38.0,33.0
Light Commercial,VIC,3803,Other,94.0,74.0,64.0
Light Commercial,VIC,3804,Petrol,388.0,364.0,364.0
Light Commercial,VIC,3804,Diesel,976.0,1029.0,1041.0
Light Commercial,VIC,3804,Dual fuel,44.0,38.0,30.0
Light Commercial,VIC,3804,Other,43.0,36.0,36.0
Light Commercial,VIC,3805,Petrol,1426.0,1353.0,1344.0
Light Commercial,VIC,3805,Diesel,3464.0,3749.0,3938.0
Light Commercial,VIC,3805,Dual fuel,137.0,135.0,118.0
Light Commercial,VIC,3805,Other,123.0,115.0,118.0
Light Commercial,VIC,3806,Petrol,1090.0,1046.0,1016.0
Light Commercial,VIC,3806,Diesel,3024.0,3296.0,3501.0
Light Commercial,VIC,3806,Dual fuel,102.0,95.0,87.0
